settlementDate,settlementPeriod,bmUnit,acceptanceNumber,bidPrice,offerPrice
2022-01-01,1,T_CDCL-1,126247,120.0,155.0
2022-01-01,1,T_FOYE-1,154292,0.0,150.0
2022-01-01,1,T_KPMRW-1,20115,-26.58,-21.26
2022-01-01,1,T_CNQPS-4,85797,50.0,159.0
2022-01-01,1,T_MOWEO-2,2568,-63.72,0.0
2022-01-01,1,T_KLGLW-1,32378,-77.55,0.0
2022-01-01,1,T_MIDMW-1,22660,-26.58,-21.26
2022-01-01,1,T_CRDEW-2,2527,-50.0,9999.0
2022-01-01,1,T_CRDEW-1,2533,-50.0,9999.0
2022-01-01,1,T_PEMB-51,82039,150.0,250.0
2022-01-01,1,T_STAY-4,94031,220.0,235.0
2022-01-01,1,T_DIDCB6,159019,175.0,250.0
2022-01-01,1,T_WBURB-1,109695,26.6,152.0
2022-01-01,1,T_CNQPS-4,85795,50.0,159.0
2022-01-01,1,T_CDCL-1,126246,120.0,155.0
2022-01-01,1,T_WBURB-1,109694,26.6,152.0
2022-01-01,1,T_EAAO-2,3213,-58.15,0.0
2022-01-01,1,T_EAAO-1,3200,-58.15,0.0
2022-01-01,1,T_DINO-5,124380,0.0,200.0
2022-01-01,1,T_CRUA-4,106302,0.25,224.0
2022-01-01,1,T_CLDCW-1,48221,-74.69,-10.0
2022-01-01,1,T_CGTHW-1,32397,-70.0,9999.0
2022-01-01,1,T_PNYCW-1,25696,-80.0,15.0
2022-01-01,1,T_KPMRW-1,20114,-26.58,-21.26
2022-01-01,1,T_KLGLW-1,32377,-77.55,0.0
2022-01-01,1,T_DINO-5,124379,0.0,200.0
2022-01-01,1,T_DINO-4,115079,0.0,250.0
2022-01-01,1,T_KLGLW-1,32376,-77.55,0.0
2022-01-01,1,T_EAAO-2,3212,-58.15,0.0
2022-01-01,1,T_EAAO-1,3199,-58.15,0.0
2022-01-01,1,2__PMARB001,21872,-58.95,449.95
2022-01-01,1,T_FASN-2,61686,-17.13,30.0
2022-01-01,1,T_FASN-1,58383,-17.13,30.0
2022-01-01,1,T_CRUA-2,145810,0.5,219.0
2022-01-01,1,T_CRDEW-2,2526,-50.0,9999.0
2022-01-01,1,T_CRDEW-1,2532,-50.0,9999.0
2022-01-01,1,T_MOWEO-2,2567,-63.72,0.0
2022-01-01,1,T_MIDMW-1,22659,-26.58,-21.26
2022-01-01,1,T_KPMRW-1,20113,-26.58,-21.26
2022-01-01,1,T_EAAO-1,3198,-58.15,0.0
2022-01-01,1,T_STAY-4,94030,220.0,235.0
2022-01-01,1,T_DIDCB6,159018,175.0,250.0
2022-01-01,1,T_PEMB-51,82038,150.0,250.0
2022-01-01,1,T_EAAO-2,3211,-58.15,0.0
2022-01-01,1,T_KLGLW-1,32375,-77.55,0.0
2022-01-01,1,T_COWB-1,1834,-19.0,-14.0
2022-01-01,1,T_CNQPS-4,85794,50.0,159.0
2022-01-01,1,T_STAY-4,94029,220.0,235.0
2022-01-01,1,T_PEMB-51,82037,150.0,250.0
2022-01-01,1,T_DRAXX-3,167107,26.5,230.0
2022-01-01,1,T_CNQPS-4,85793,50.0,159.0
2022-01-01,1,T_WBURB-1,109693,26.6,152.0
2022-01-01,1,T_CDCL-1,126243,120.0,155.0
2022-01-01,1,T_DIDCB6,159017,175.0,250.0
2022-01-01,1,T_WBURB-1,109692,26.6,152.0
2022-01-01,1,T_KEAD-1,129452,250.0,465.0
2022-01-01,1,T_CNQPS-4,85791,50.0,159.0
2022-01-01,1,T_CDCL-1,126242,120.0,155.0
2022-01-01,1,T_DRAXX-3,167106,26.5,230.0
2022-01-01,2,T_FOYE-1,154293,1.0,150.0
2022-01-01,2,T_PNYCW-1,25698,-80.0,15.0
2022-01-01,2,T_CDCL-1,126250,120.0,155.0
2022-01-01,2,T_EAAO-1,3202,-58.15,0.0
2022-01-01,2,T_EAAO-2,3215,-58.15,0.0
2022-01-01,2,T_MOWEO-2,2569,-63.72,0.0
2022-01-01,2,T_CDCL-1,126249,120.0,155.0
2022-01-01,2,T_WBURB-1,109696,26.6,152.0
2022-01-01,2,T_CNQPS-4,85800,50.0,159.0
2022-01-01,2,T_DINO-6,141300,0.0,160.0
2022-01-01,2,T_CRUA-4,106303,0.25,224.0
2022-01-01,2,T_STAY-4,94032,220.0,235.0
2022-01-01,2,T_CNQPS-4,85798,50.0,159.0
2022-01-01,2,T_PEMB-51,82040,150.0,250.0
2022-01-01,2,T_DIDCB6,159020,175.0,250.0
2022-01-01,2,T_CRUA-2,145811,0.5,219.0
2022-01-01,2,T_CLDCW-1,48222,-74.69,-10.0
2022-01-01,2,T_CDCL-1,126247,120.0,155.0
2022-01-01,2,T_FOYE-2,147797,0.0,100.0
2022-01-01,2,T_EAAO-2,3214,-58.15,0.0
2022-01-01,2,T_FOYE-1,154292,1.0,150.0
2022-01-01,2,T_EAAO-1,3201,-58.15,0.0
2022-01-01,2,T_PNYCW-1,25697,-80.0,15.0
2022-01-01,2,T_KPMRW-1,20115,-26.58,-21.26
2022-01-01,2,T_KLGLW-1,32379,-77.55,0.0
2022-01-01,2,T_CNQPS-4,85797,50.0,159.0
2022-01-01,2,T_MOWEO-2,2568,-63.72,0.0
2022-01-01,2,T_KLGLW-1,32378,-77.55,0.0
2022-01-01,2,T_MIDMW-1,22660,-26.58,-21.26
2022-01-01,2,T_CRDEW-2,2527,-50.0,9999.0
2022-01-01,2,T_CRDEW-1,2533,-50.0,9999.0
2022-01-01,2,T_PEMB-51,82039,150.0,250.0
2022-01-01,2,T_STAY-4,94031,220.0,235.0
2022-01-01,2,T_DIDCB6,159019,175.0,250.0
2022-01-01,2,T_WBURB-1,109695,26.6,152.0
2022-01-01,2,T_CNQPS-4,85796,50.0,159.0
2022-01-01,2,T_DRAXX-3,167108,26.5,230.0
2022-01-01,2,T_CNQPS-4,85795,50.0,159.0
2022-01-01,2,T_CDCL-1,126246,120.0,155.0
2022-01-01,2,T_FASN-1,58384,-17.13,30.0
2022-01-01,2,2__PMARB001,21873,-58.95,449.95
2022-01-01,2,T_FASN-2,61687,-17.13,30.0
2022-01-01,2,T_CDCL-1,126245,120.0,155.0
2022-01-01,2,T_WBURB-1,109694,26.6,152.0
2022-01-01,2,T_EAAO-2,3213,-58.15,0.0
2022-01-01,2,T_EAAO-1,3200,-58.15,0.0
2022-01-01,2,T_CRUA-4,106302,0.25,224.0
2022-01-01,2,T_CLDCW-1,48221,-74.69,-10.0
2022-01-01,2,T_CGTHW-1,32397,-70.0,9999.0
2022-01-01,2,T_PNYCW-1,25696,-80.0,15.0
2022-01-01,2,T_KPMRW-1,20114,-26.58,-21.26
2022-01-01,2,2__PMARB001,21872,-58.95,449.95
2022-01-01,2,T_FASN-2,61686,-17.13,30.0
2022-01-01,2,T_FASN-1,58383,-17.13,30.0
2022-01-01,2,T_CRUA-2,145810,0.5,219.0
2022-01-01,2,T_KEAD-1,129453,250.0,465.0
2022-01-01,2,T_DRAXX-3,167107,26.5,230.0
2022-01-01,2,T_CNQPS-4,85793,50.0,159.0
2022-01-01,2,T_CDCL-1,126243,120.0,155.0
2022-01-01,3,T_KLGLW-1,32380,-77.55,0.0
2022-01-01,3,T_DINO-3,101114,0.0,350.0
2022-01-01,3,T_DINO-2,120668,0.0,300.0
2022-01-01,3,T_CRUA-2,145813,0.5,219.0
2022-01-01,3,T_WBURB-1,109699,26.6,152.0
2022-01-01,3,T_WBURB-1,109699,26.6,152.0
2022-01-01,3,T_DINO-2,120667,0.0,300.0
2022-01-01,3,T_CRUA-2,145812,0.5,219.0
2022-01-01,3,T_DINO-2,120666,0.0,300.0
2022-01-01,3,T_WBURB-1,109698,26.6,152.0
2022-01-01,3,T_DINO-4,115081,0.0,325.0
2022-01-01,3,T_CDCL-1,126254,120.0,155.0
2022-01-01,3,T_DINO-4,115080,0.0,325.0
2022-01-01,3,T_FOYE-2,147800,0.0,100.0
2022-01-01,3,T_FOYE-2,147799,0.0,100.0
2022-01-01,3,T_PEMB-51,82042,150.0,250.0
2022-01-01,3,T_FOYE-2,147798,0.0,100.0
2022-01-01,3,T_DINO-5,124381,0.0,200.0
2022-01-01,3,T_STAY-4,94033,220.0,235.0
2022-01-01,3,T_CDCL-1,126253,120.0,155.0
2022-01-01,3,T_WBURB-1,109697,26.6,152.0
2022-01-01,3,T_GRAI-6,104084,50.0,152.0
2022-01-01,3,T_DIDCB6,159021,175.0,250.0
2022-01-01,3,T_CNQPS-4,85803,50.0,159.0
2022-01-01,3,T_PEMB-51,82041,150.0,250.0
2022-01-01,3,T_CDCL-1,126251,120.0,155.0
2022-01-01,3,T_FOYE-1,154293,1.0,150.0
2022-01-01,3,T_PNYCW-1,25698,-80.0,15.0
2022-01-01,3,T_CNQPS-4,85801,50.0,159.0
2022-01-01,3,T_CDCL-1,126250,120.0,155.0
2022-01-01,3,T_CDCL-1,126249,120.0,155.0
2022-01-01,3,T_KEAD-1,129455,250.0,465.0
2022-01-01,3,T_CNQPS-4,85800,50.0,159.0
2022-01-01,3,T_CNQPS-4,85799,50.0,159.0
2022-01-01,3,T_CDCL-1,126248,120.0,155.0
2022-01-01,3,T_FASN-2,61688,-17.13,30.0
2022-01-01,3,T_FASN-1,58385,-17.13,30.0
2022-01-01,3,T_DRAXX-3,167109,26.5,230.0
2022-01-01,3,2__PMARB001,21874,-58.95,449.95
2022-01-01,3,T_CRUA-4,106303,0.25,224.0
2022-01-01,3,T_STAY-4,94032,220.0,235.0
2022-01-01,3,T_PEMB-51,82040,150.0,250.0
2022-01-01,3,T_DIDCB6,159020,175.0,250.0
2022-01-01,3,T_CRUA-2,145811,0.5,219.0
2022-01-01,3,T_FOYE-2,147797,0.0,100.0
2022-01-01,3,T_KLGLW-1,32379,-77.55,0.0
2022-01-01,3,T_CNQPS-4,85796,50.0,159.0
2022-01-01,3,T_DRAXX-3,167108,26.5,230.0
2022-01-01,3,T_FASN-1,58384,-17.13,30.0
2022-01-01,3,2__PMARB001,21873,-58.95,449.95
2022-01-01,3,T_KEAD-1,129454,250.0,465.0
2022-01-01,3,T_FASN-2,61687,-17.13,30.0
2022-01-01,3,T_CDCL-1,126245,120.0,155.0
2022-01-01,4,T_EAAO-2,3220,-99.79,0.0
2022-01-01,4,T_EAAO-1,3207,-99.79,0.0
2022-01-01,4,T_MOWEO-2,2570,-63.72,0.0
2022-01-01,4,T_KLGLW-1,32382,-77.55,0.0
2022-01-01,4,T_CLDNW-1,49327,-74.58,-10.0
2022-01-01,4,T_FOYE-1,154294,0.0,150.0
2022-01-01,4,T_DRAXX-3,167112,26.5,230.0
2022-01-01,4,T_EAAO-2,3219,-99.79,0.0
2022-01-01,4,T_EAAO-1,3206,-99.79,0.0
2022-01-01,4,T_CRUA-2,145815,-60.0,325.0
2022-01-01,4,T_CLDSW-1,49886,-76.62,-10.0
2022-01-01,4,T_WBURB-1,109703,26.6,152.0
2022-01-01,4,T_STAY-3,100475,220.0,220.0
2022-01-01,4,T_GRAI-6,104086,50.0,152.0
2022-01-01,4,T_CRUA-2,145814,-60.0,325.0
2022-01-01,4,T_ROCK-1,186832,110.0,195.0
2022-01-01,4,T_EAAO-2,3218,-99.79,0.0
2022-01-01,4,T_CLDNW-1,49326,-74.58,-10.0
2022-01-01,4,T_KEAD-1,129458,250.0,465.0
2022-01-01,4,T_EAAO-1,3205,-99.79,0.0
2022-01-01,4,T_CLDNW-1,49325,-74.58,-10.0
2022-01-01,4,T_CLDCW-1,48224,-74.69,-10.0
2022-01-01,4,T_EAAO-2,3217,-99.79,0.0
2022-01-01,4,T_EAAO-1,3204,-99.79,0.0
2022-01-01,4,T_CNQPS-4,85806,50.0,159.0
2022-01-01,4,T_CLDNW-1,49324,-74.58,-10.0
2022-01-01,4,T_WBURB-1,109702,26.6,152.0
2022-01-01,4,T_EAAO-2,3216,-99.79,0.0
2022-01-01,4,T_EAAO-1,3203,-99.79,0.0
2022-01-01,4,T_CLDCW-1,48223,-74.69,-10.0
2022-01-01,4,T_WBURB-1,109701,26.6,152.0
2022-01-01,4,T_ROCK-1,186831,110.0,195.0
2022-01-01,4,T_CDCL-1,126257,120.0,155.0
2022-01-01,4,T_KLGLW-1,32381,-77.55,0.0
2022-01-01,4,T_STAY-3,100474,220.0,220.0
2022-01-01,4,T_FOYE-2,147801,0.0,100.0
2022-01-01,4,T_GRAI-6,104085,50.0,152.0
2022-01-01,4,T_CNQPS-4,85805,50.0,159.0
2022-01-01,4,T_WBURB-1,109700,26.6,152.0
2022-01-01,4,T_WBURB-1,109700,26.6,152.0
2022-01-01,4,T_DINO-3,101116,0.0,350.0
2022-01-01,4,T_DINO-3,101116,0.0,350.0
2022-01-01,4,T_STAY-4,94034,220.0,235.0
2022-01-01,4,T_DINO-3,101115,0.0,350.0
2022-01-01,4,T_FASN-2,61689,-17.13,30.0
2022-01-01,4,T_KLGLW-1,32380,-77.55,0.0
2022-01-01,4,T_DINO-3,101114,0.0,350.0
2022-01-01,4,T_DINO-2,120668,0.0,300.0
2022-01-01,4,T_CRUA-2,145813,-60.0,325.0
2022-01-01,4,T_WBURB-1,109699,26.6,152.0
2022-01-01,4,T_WBURB-1,109699,26.6,152.0
2022-01-01,4,T_CDCL-1,126255,120.0,155.0
2022-01-01,4,T_WBURB-1,109698,26.6,152.0
2022-01-01,4,T_CDCL-1,126254,120.0,155.0
2022-01-01,4,2__PMARB001,21875,-58.95,449.95
2022-01-01,4,T_FOYE-2,147800,0.0,100.0
2022-01-01,4,T_STAY-4,94033,220.0,235.0
2022-01-01,4,T_GRAI-6,104084,50.0,152.0
2022-01-01,4,T_DIDCB6,159021,175.0,250.0
2022-01-01,4,T_CNQPS-4,85802,50.0,159.0
2022-01-01,4,T_CDCL-1,126252,120.0,155.0
2022-01-01,4,T_DRAXX-3,167110,26.5,230.0
2022-01-01,4,T_FOYE-1,154293,0.0,150.0
2022-01-01,4,T_KEAD-1,129455,250.0,465.0
2022-01-01,4,T_CNQPS-4,85799,50.0,159.0
2022-01-01,4,T_CDCL-1,126248,120.0,155.0
2022-01-01,4,T_FASN-2,61688,-17.13,30.0
2022-01-01,4,T_FASN-1,58385,-17.13,30.0
2022-01-01,4,T_DRAXX-3,167109,26.5,230.0
2022-01-01,4,2__PMARB001,21874,-58.95,449.95
2022-01-01,4,T_CRUA-4,106303,-60.0,224.0
2022-01-01,5,T_MOWEO-2,2571,-63.72,0.0
2022-01-01,5,T_GRAI-6,104088,50.0,152.0
2022-01-01,5,T_CNQPS-4,85809,50.0,159.0
2022-01-01,5,T_STAY-3,100476,220.0,220.0
2022-01-01,5,T_FOYE-1,154296,-59.0,150.0
2022-01-01,5,T_DRAXX-3,167114,26.5,230.0
2022-01-01,5,T_CRUA-2,145817,-60.0,325.0
2022-01-01,5,T_CNQPS-4,85808,50.0,159.0
2022-01-01,5,T_ROCK-1,186833,110.0,195.0
2022-01-01,5,T_FOYE-2,147803,-59.5,100.0
2022-01-01,5,T_CRUA-4,106304,-60.0,224.0
2022-01-01,5,T_STLGW-3,23297,-81.52,-10.0
2022-01-01,5,T_STLGW-2,23540,-81.52,-10.0
2022-01-01,5,T_STLGW-1,23218,-81.52,-10.0
2022-01-01,5,T_FASN-2,61690,-17.13,30.0
2022-01-01,5,T_FASN-1,58386,-17.13,30.0
2022-01-01,5,T_GRAI-6,104087,50.0,152.0
2022-01-01,5,T_AKGLW-3,120,-48.76,99999.0
2022-01-01,5,E_ABRTW-1,25729,-62.5,60.0
2022-01-01,5,T_GLWSW-1,29013,-71.0,83.0
2022-01-01,5,T_CGTHW-1,32398,-70.0,9999.0
2022-01-01,5,T_CLDSW-1,49888,-76.62,-10.0
2022-01-01,5,T_CDCL-1,126259,120.0,155.0
2022-01-01,5,T_WBURB-1,109704,26.6,154.5
2022-01-01,5,T_WBURB-1,109704,26.6,154.5
2022-01-01,5,T_CLDNW-1,49328,-74.58,-10.0
2022-01-01,5,T_CLDCW-1,48226,-74.69,-10.0
2022-01-01,5,T_FOYE-1,154295,-59.0,150.0
2022-01-01,5,T_CRUA-2,145816,-60.0,325.0
2022-01-01,5,T_FOYE-2,147802,-59.5,100.0
2022-01-01,5,T_EAAO-2,3220,-174.73,0.0
2022-01-01,5,T_EAAO-1,3207,-174.73,0.0
2022-01-01,5,T_MOWEO-2,2570,-63.72,0.0
2022-01-01,5,T_KLGLW-1,32382,-77.55,0.0
2022-01-01,5,T_CLDSW-1,49887,-76.62,-10.0
2022-01-01,5,T_CLDNW-1,49327,-74.58,-10.0
2022-01-01,5,T_CLDCW-1,48225,-74.69,-10.0
2022-01-01,5,T_FOYE-1,154294,-59.0,150.0
2022-01-01,5,T_DRAXX-3,167112,26.5,230.0
2022-01-01,5,T_EAAO-2,3219,-174.73,0.0
2022-01-01,5,T_EAAO-1,3206,-174.73,0.0
2022-01-01,5,T_CRUA-2,145815,-60.0,325.0
2022-01-01,5,T_CLDSW-1,49886,-76.62,-10.0
2022-01-01,5,T_STAY-3,100475,220.0,220.0
2022-01-01,5,T_GRAI-6,104086,50.0,152.0
2022-01-01,5,T_ROCK-1,186832,110.0,195.0
2022-01-01,5,T_CLDNW-1,49326,-74.58,-10.0
2022-01-01,5,T_KEAD-1,129458,150.0,154.5
2022-01-01,5,T_CLDCW-1,48224,-74.69,-10.0
2022-01-01,5,T_WBURB-1,109701,26.6,154.5
2022-01-01,5,T_WBURB-1,109701,26.6,154.5
2022-01-01,5,T_ROCK-1,186831,110.0,195.0
2022-01-01,5,T_CDCL-1,126257,120.0,155.0
2022-01-01,5,T_KLGLW-1,32381,-77.55,0.0
2022-01-01,5,T_STAY-3,100474,220.0,220.0
2022-01-01,5,T_FOYE-2,147801,-59.5,100.0
2022-01-01,5,T_GRAI-6,104085,50.0,152.0
2022-01-01,5,T_CNQPS-4,85805,50.0,159.0
2022-01-01,5,T_CNQPS-4,85804,50.0,159.0
2022-01-01,5,T_WBURB-1,109700,26.6,154.5
2022-01-01,5,T_WBURB-1,109700,26.6,154.5
2022-01-01,5,T_DRAXX-3,167111,26.5,230.0
2022-01-01,5,T_CDCL-1,126256,120.0,155.0
2022-01-01,5,T_STAY-4,94034,220.0,235.0
2022-01-01,5,T_FASN-2,61689,-17.13,30.0
2022-01-01,5,T_KEAD-1,129456,150.0,154.5
2022-01-01,5,2__PMARB001,21875,-58.95,449.95
2022-01-01,5,T_CNQPS-4,85802,50.0,159.0
2022-01-01,5,T_CDCL-1,126252,120.0,155.0
2022-01-01,5,T_DRAXX-3,167110,26.5,230.0
2022-01-01,6,T_MOWEO-2,2572,-63.72,0.0
2022-01-01,6,T_CDCL-1,126261,120.0,155.0
2022-01-01,6,T_STAY-3,100477,220.0,220.0
2022-01-01,6,T_WBURB-1,109706,26.6,154.5
2022-01-01,6,T_WBURB-1,109706,26.6,154.5
2022-01-01,6,T_STLGW-3,23299,-81.52,-10.0
2022-01-01,6,T_STLGW-2,23542,-81.52,-10.0
2022-01-01,6,T_GRAI-6,104090,50.0,154.0
2022-01-01,6,T_KEAD-1,129461,150.0,154.5
2022-01-01,6,T_ROCK-1,186834,110.0,195.0
2022-01-01,6,T_GLWSW-1,29014,-71.0,83.0
2022-01-01,6,T_KLGLW-1,32383,-77.55,0.0
2022-01-01,6,T_WBURB-1,109705,26.6,154.5
2022-01-01,6,T_WBURB-1,109705,26.6,154.5
2022-01-01,6,T_GRAI-6,104089,50.0,154.0
2022-01-01,6,T_CLDSW-1,49889,-76.62,-10.0
2022-01-01,6,T_STLGW-3,23298,-81.52,-10.0
2022-01-01,6,T_STLGW-2,23541,-81.52,-10.0
2022-01-01,6,T_STLGW-1,23219,-81.52,-10.0
2022-01-01,6,T_CLDNW-1,49329,-74.58,-10.0
2022-01-01,6,T_CLDCW-1,48227,-74.69,-10.0
2022-01-01,6,T_MOWEO-2,2571,-63.72,0.0
2022-01-01,6,T_GRAI-6,104088,50.0,154.0
2022-01-01,6,T_CNQPS-4,85809,50.0,159.0
2022-01-01,6,T_STAY-3,100476,220.0,220.0
2022-01-01,6,T_FOYE-1,154296,-59.0,150.0
2022-01-01,6,T_DRAXX-3,167114,26.5,230.0
2022-01-01,6,T_CRUA-2,145817,-60.0,325.0
2022-01-01,6,T_CNQPS-4,85808,50.0,159.0
2022-01-01,6,T_ROCK-1,186833,110.0,195.0
2022-01-01,6,T_DRAXX-3,167113,26.5,230.0
2022-01-01,6,T_CNQPS-4,85807,50.0,159.0
2022-01-01,6,T_FOYE-2,147803,-59.5,100.0
2022-01-01,6,T_CRUA-4,106304,-60.0,350.0
2022-01-01,6,T_STLGW-3,23297,-81.52,-10.0
2022-01-01,6,T_STLGW-2,23540,-81.52,-10.0
2022-01-01,6,T_STLGW-1,23218,-81.52,-10.0
2022-01-01,6,T_FASN-2,61690,-17.13,30.0
2022-01-01,6,T_FASN-1,58386,-17.13,30.0
2022-01-01,6,T_AKGLW-3,120,-48.76,99999.0
2022-01-01,6,E_ABRTW-1,25729,-62.5,60.0
2022-01-01,6,T_GLWSW-1,29013,-71.0,83.0
2022-01-01,6,T_CGTHW-1,32398,-70.0,9999.0
2022-01-01,6,T_CLDSW-1,49888,-76.62,-10.0
2022-01-01,6,T_CDCL-1,126259,120.0,155.0
2022-01-01,6,T_WBURB-1,109704,26.6,154.5
2022-01-01,6,T_WBURB-1,109704,26.6,154.5
2022-01-01,6,T_CLDNW-1,49328,-74.58,-10.0
2022-01-01,6,T_CLDCW-1,48226,-74.69,-10.0
2022-01-01,6,T_CDCL-1,126258,120.0,155.0
2022-01-01,6,T_KLGLW-1,32382,-77.55,0.0
2022-01-01,6,T_KEAD-1,129458,150.0,154.5
2022-01-01,6,T_ROCK-1,186831,110.0,195.0
2022-01-01,6,T_GRAI-6,104085,50.0,154.0
2022-01-01,6,T_KEAD-1,129457,150.0,154.5
2022-01-01,6,T_CNQPS-4,85804,50.0,159.0
2022-01-01,6,T_DRAXX-3,167111,26.5,230.0
2022-01-01,6,T_CDCL-1,126256,120.0,155.0
2022-01-01,7,T_RCBKO-2,21388,-148.68,-98.14
2022-01-01,7,T_RCBKO-1,21044,-148.68,-98.14
2022-01-01,7,T_HADHW-1,53305,-73.43,-10.0
2022-01-01,7,T_KEAD-1,129464,150.0,154.5
2022-01-01,7,T_GRIFW-2,54276,-70.97,-10.0
2022-01-01,7,T_GRIFW-1,54359,-70.97,-10.0
2022-01-01,7,T_STRNW-1,43254,-66.74,-10.0
2022-01-01,7,T_ROCK-1,186836,110.0,195.0
2022-01-01,7,T_CRUA-4,106305,-60.0,350.0
2022-01-01,7,T_CGTHW-1,32399,-70.0,9999.0
2022-01-01,7,T_CDCL-1,126263,120.0,155.0
2022-01-01,7,T_MOWEO-2,2575,-63.72,0.0
2022-01-01,7,T_AKGLW-3,122,-48.76,99999.0
2022-01-01,7,T_AKGLW-2,26130,-71.0,99999.0
2022-01-01,7,T_PNYCW-1,25699,-80.0,15.0
2022-01-01,7,T_RCBKO-1,21043,-148.68,-98.14
2022-01-01,7,T_RCBKO-2,21386,-148.68,-98.14
2022-01-01,7,T_MOWEO-2,2574,-63.72,0.0
2022-01-01,7,T_RCBKO-1,21042,-148.68,-98.14
2022-01-01,7,T_CNQPS-4,85813,50.0,159.0
2022-01-01,7,T_RCBKO-2,21385,-148.68,-98.14
2022-01-01,7,T_RCBKO-1,21041,-148.68,-98.14
2022-01-01,7,T_FOYE-1,154297,-59.0,150.0
2022-01-01,7,T_CRDEW-2,2528,-50.0,9999.0
2022-01-01,7,T_CRDEW-1,2534,-50.0,9999.0
2022-01-01,7,E_ASLVW-1,27751,-62.5,60.0
2022-01-01,7,T_GORDW-2,2665,-8.52,-5.0
2022-01-01,7,T_FOYE-2,147804,-59.5,100.0
2022-01-01,7,T_CRUA-2,145818,-60.0,325.0
2022-01-01,7,T_GLWSW-1,29015,-71.0,83.0
2022-01-01,7,E_ABRTW-1,25731,-62.5,60.0
2022-01-01,7,T_MOWEO-2,2573,-63.72,0.0
2022-01-01,7,T_KLGLW-1,32384,-77.55,0.0
2022-01-01,7,T_FASN-2,61691,-17.13,30.0
2022-01-01,7,T_FASN-1,58387,-17.13,30.0
2022-01-01,7,T_WBURB-1,109707,26.6,154.5
2022-01-01,7,T_WBURB-1,109707,26.6,154.5
2022-01-01,7,T_CNQPS-4,85812,50.0,159.0
2022-01-01,7,T_ROCK-1,186835,110.0,195.0
2022-01-01,7,T_STAY-3,100478,220.0,220.0
2022-01-01,7,T_AKGLW-3,121,-48.76,99999.0
2022-01-01,7,T_KEAD-1,129462,150.0,154.5
2022-01-01,7,T_MOWEO-2,2572,-63.72,0.0
2022-01-01,7,T_CDCL-1,126261,120.0,155.0
2022-01-01,7,T_STAY-3,100477,220.0,220.0
2022-01-01,7,T_CLDSW-1,49890,-76.62,-10.0
2022-01-01,7,T_WBURB-1,109706,26.6,154.5
2022-01-01,7,T_WBURB-1,109706,26.6,154.5
2022-01-01,7,T_CLDNW-1,49330,-74.58,-10.0
2022-01-01,7,T_CLDCW-1,48228,-74.69,-10.0
2022-01-01,7,T_GRAI-6,104090,50.0,154.0
2022-01-01,7,T_KEAD-1,129461,150.0,154.5
2022-01-01,7,T_ROCK-1,186834,110.0,195.0
2022-01-01,7,T_GLWSW-1,29014,-71.0,83.0
2022-01-01,7,T_KLGLW-1,32383,-77.55,0.0
2022-01-01,7,T_WBURB-1,109705,26.6,154.5
2022-01-01,7,T_CDCL-1,126260,120.0,155.0
2022-01-01,7,T_GRAI-6,104089,50.0,154.0
2022-01-01,7,T_DRAXX-3,167115,26.5,230.0
2022-01-01,7,T_CNQPS-4,85810,50.0,159.0
2022-01-01,7,T_CLDSW-1,49889,-76.62,-10.0
2022-01-01,7,T_CLDNW-1,49329,-74.58,-10.0
2022-01-01,7,T_CLDCW-1,48227,-74.69,-10.0
2022-01-01,7,E_ABRTW-1,25730,-62.5,60.0
2022-01-01,7,T_KEAD-1,129459,150.0,154.5
2022-01-01,7,T_FOYE-1,154296,-59.0,150.0
2022-01-01,7,T_CRUA-2,145817,-60.0,325.0
2022-01-01,7,T_DRAXX-3,167113,26.5,230.0
2022-01-01,7,T_CNQPS-4,85807,50.0,159.0
2022-01-01,7,T_FOYE-2,147803,-59.5,100.0
2022-01-01,7,T_CRUA-4,106304,-60.0,350.0
2022-01-01,7,T_FASN-2,61690,-17.13,30.0
2022-01-01,7,T_FASN-1,58386,-17.13,30.0
2022-01-01,7,T_AKGLW-3,120,-48.76,99999.0
2022-01-01,7,E_ABRTW-1,25729,-62.5,60.0
2022-01-01,7,T_GLWSW-1,29013,-71.0,83.0
2022-01-01,7,T_CDCL-1,126258,120.0,155.0
2022-01-01,8,T_STLGW-3,23300,-81.52,-10.0
2022-01-01,8,T_HADHW-1,53306,-73.43,-10.0
2022-01-01,8,T_STLGW-2,23543,-81.52,-10.0
2022-01-01,8,T_STLGW-1,23220,-81.52,-10.0
2022-01-01,8,T_HRSTW-1,42682,-81.6,0.0
2022-01-01,8,T_EAAO-2,3221,-191.93,0.0
2022-01-01,8,T_EAAO-1,3208,-191.93,0.0
2022-01-01,8,T_LARYW-3,35188,-155.19,0.0
2022-01-01,8,T_GRIFW-2,54277,-70.97,-10.0
2022-01-01,8,T_GRIFW-1,54360,-70.97,-10.0
2022-01-01,8,T_CDCL-1,126265,120.0,155.0
2022-01-01,8,T_LARYW-4,35180,-155.19,0.0
2022-01-01,8,T_AKGLW-3,123,-48.76,99999.0
2022-01-01,8,T_KEAD-1,129466,150.0,154.5
2022-01-01,8,E_ABRTW-1,25732,-62.5,60.0
2022-01-01,8,T_WBURB-1,109708,26.6,154.5
2022-01-01,8,T_WBURB-1,109708,26.6,154.5
2022-01-01,8,T_PEMB-51,82043,150.0,250.0
2022-01-01,8,T_DUNGW-1,36271,-80.17,-10.0
